URL,Text,Links,Image URLS,Image Alt Text,Tags
"http://theartofgooglebooks.tumblr.com/post/56268613211/underlining-from-p-114-of-the-house-of-mirth-by
","Underlining.
From p. 114 of The House of Mirth by Edith Wharton (1905).Ã¥Ã_Does not include metadata indicating library of origination or date of digitization (but does include Stanford library artifacts).",['http://books.google.com/books?id=TqDYBbxHXPwC&dq=mirth&pg=PA114#v=onepage&q&f=false'],['http://40.media.tumblr.com/345559660353c0968684a116442c2aa0/tumblr_mqeog1Ep9T1qixa76o1_500.png'],['Underlining.\nFrom p. 114 of The House of Mirth by Edith Wharton (1905).\xa0Does not include metadata indicating library of origination or date of digitization (but does include Stanford library artifacts).'],"['#Google Books', '#digitization', '#art', '#lit', '#tech', '#books', '#vintage', '#underlining', '#marginalia', '#annotation', '#Edith Wharton', '#The House of Mirth', '#emphasis', '#used books', '#old books', '#rare books', '#book art', '#book arts', '#library', '#libraries', '#photography', '#new media', '#digital art']"
"http://theartofgooglebooks.tumblr.com/post/56268600098/microfilm-artifact-folger-library-ruler-from
","Microfilm artifact: Folger Library ruler.
From the front matter of A Table of Humane Passions: With Their Causes and Effects by Nicolas Coeffeteau (1621). Does not include metadata indicating library of origination or date of digitization (but does include Stanford library artifacts).","['http://www.folger.edu', 'http://books.google.com/books?id=C6sQAQAAIAAJ&dq=accomodate&pg=PP14#v=onepage&q&f=false']",['http://36.media.tumblr.com/a5f7c1e6fcc77b45f1b71ecd70325271/tumblr_mq9j3kWN121qixa76o1_500.png'],['Microfilm artifact: Folger Library ruler.\nFrom the front matter of A Table of Humane Passions: With Their Causes and Effects by Nicolas Coeffeteau (1621). Does not include metadata indicating library of origination or date of digitization (but does include Stanford library artifacts).'],"['#Google Books', '#digitization', '#art', '#lit', '#tech', '#books', '#vintage', '#ephemera', '#microfilm', '#ruler', '#Folger Library', '#Folger Shakespeare Library', '#used books', '#old books', '#rare books', '#book art', '#book arts', '#library', '#libraries', '#photography', '#new media', '#digital art']"
"http://theartofgooglebooks.tumblr.com/post/56268584608/reader-painted-plate-from-p-46-of-the-comic
","Reader-painted plate.
From p. 46 of The Comic Offering: or, Ladiesâ€°Ã›Âª Melange of Literary Mirth, v. 2, by Louisa Henrietta Sheridan (1852).Ã¥Ã_Original from the New York Public Library. Digitized November 15, 2006.",['http://books.google.com/books?id=Zh8fAAAAMAAJ&dq=mirth&pg=PA46#v=onepage&q&f=false'],['http://41.media.tumblr.com/85aa99dc064819b12f9cd5be395fbb8f/tumblr_mqeotvziLf1qixa76o1_500.png'],"['Reader-painted plate.\nFrom p. 46 of The Comic Offering: or, Ladies&rsquo; Melange of Literary Mirth, v. 2, by Louisa Henrietta Sheridan (1852).\xa0Original from the New York Public Library. Digitized November 15, 2006.']","['#Google Books', '#digitization', '#art', '#lit', '#tech', '#books', '#vintage', '#illustration', '#coloring', '#painting', '#lol', '#used books', '#old books', '#rare books', '#book art', '#book arts', '#library', '#libraries', '#photography', '#new media', '#digital art']"
"http://theartofgooglebooks.tumblr.com/post/56010671537/of-love-red-pen-scribble-from-p-78-of-a
","â€°Ã›ÃèOf Loveâ€°Ã›Âù: red pen scribble.
From p. 78 of A Table of Humane Passions: With Their Causes and Effects by Nicolas Coeffeteau (1621). Does not include metadata indicating library of origination or date of digitization (but does include Stanford library artifacts).",['http://books.google.com/books?id=C6sQAQAAIAAJ&dq=accomodate&pg=PA78#v=onepage&q&f=false'],['http://41.media.tumblr.com/e32029c37ad5ee0a5c7691caeb36b48e/tumblr_mq9j9wgfGo1qixa76o1_500.png'],['&ldquo;Of Love&rdquo;: red pen scribble.\nFrom p. 78 of A Table of Humane Passions: With Their Causes and Effects by Nicolas Coeffeteau (1621). Does not include metadata indicating library of origination or date of digitization (but does include Stanford library artifacts).'],"['#Google Books', '#digitization', '#art', '#lit', '#tech', '#books', '#vintage', '#love', '#microfilm', '#scribble', '#pen', '#red pen', '#writing in books', '#marginalia', '#annotation', '#passion', '#used books', '#old books', '#rare books', '#book art', '#book arts', '#library', '#libraries', '#photography', '#new media', '#digital art']"
"http://theartofgooglebooks.tumblr.com/post/56010667388/high-contrast-marbled-endpapers-from-historia-de
","High contrast marbled endpapers.
From Historia de la Milagrosa, y Venerable Imagen de N.S. de Atocha by Gabriel de Cepeda (1670). Original from the Complutense University of Madrid. Digitized April 16, 2009.",['http://books.google.com/books?id=nAOcMwJbGaAC&dq=atocha&pg=PA486#v=twopage&q&f=false'],['http://41.media.tumblr.com/7f041d4a8449d00f5f34ba3bb674c253/tumblr_mq9jn9YeuZ1qixa76o2_500.png'],"['High contrast marbled endpapers.\nFrom Historia de la Milagrosa, y Venerable Imagen de N.S. de Atocha by Gabriel de Cepeda (1670). Original from the Complutense University of Madrid. Digitized April 16, 2009.']","['#Google Books', '#digitization', '#art', '#lit', '#tech', '#books', '#vintage', '#marbled paper', '#endpapers', '#high contrast', '#clips', '#digitization equipment', '#used books', '#old books', '#rare books', '#book art', '#book arts', '#library', '#libraries', '#photography', '#new media', '#digital art']"
"http://theartofgooglebooks.tumblr.com/post/56010662373/rips-tears-and-a-few-different-colors-of-mold
","Rips, tears, and a few different colors of mold.
From the front matter of Cielo Espiritual, Trino y Uno by Pedro de JesÃŒÂ_s MarÃŒ_a (1672). Original from the Complutense University of Madrid. Digitized December 2, 2009.",['http://books.google.com/books?id=uK5jqrYD4I8C&pg=PP2#v=onepage&q&f=false'],['http://41.media.tumblr.com/e59567f77145183eac3b5db700a192d6/tumblr_mq9l3yrPhC1qixa76o1_500.png'],"['Rips, tears, and a few different colors of mold.\nFrom the front matter of Cielo Espiritual, Trino y Uno by Pedro de Jes\xfas Mar\xeda (1672). Original from the Complutense University of Madrid. Digitized December 2, 2009.']","['#Google Books', '#digitization', '#art', '#lit', '#tech', '#books', '#vintage', '#ripped', '#torn', '#mold', '#abstract', '#used books', '#old books', '#rare books', '#book art', '#book arts', '#library', '#libraries', '#photography', '#new media', '#digital art']"
"http://theartofgooglebooks.tumblr.com/post/56010657059/water-marks-from-libro-llamado-gu%C3%ADa-del-cielo-by
","Water marks.
From Libro Llamado GuÃŒ_a del Cielo by Pablo de Leon (1553). Original from Library of Catalonia. Digitized November 24, 2009.",['http://books.google.com/books?id=UfwMvg9DTsQC&pg=PT366#v=twopage&q&f=false'],['http://31.media.tumblr.com/c26f38aec952639d5ca46da9081545de/tumblr_mq9khswNhf1qixa76o1_r2_500.gif'],"['Water marks.\nFrom Libro Llamado Gu\xeda del Cielo by Pablo de Leon (1553). Original from Library of Catalonia. Digitized November 24, 2009.']","['#Google Books', '#digitization', '#art', '#lit', '#tech', '#books', '#vintage', '#water damage', '#GIF', '#used books', '#old books', '#rare books', '#book art', '#book arts', '#library', '#libraries', '#photography', '#new media', '#digital art']"
"http://theartofgooglebooks.tumblr.com/post/55838622489/neon-moir%C3%A9-throughout-the-prison-of-weltevreden
","Neon moirÃŒÂ©.
Throughout The Prison of Weltevreden by Walter M. Gibson (1855). Original from the New York Public Library. Digitized October 20, 2006.",['http://books.google.com/books?id=evATAAAAIAAJ&dq=prison&pg=PA1#v=onepage&q&f=false'],"['http://41.media.tumblr.com/9ed1e74638fb83b0ce176b4010df301e/tumblr_mq5vva2H3c1qixa76o1_500.png', 'http://36.media.tumblr.com/54adfccd361382b04278156703979894/tumblr_mq5vva2H3c1qixa76o3_500.png', 'http://41.media.tumblr.com/6426b12de7f3db1aec4bf062cf7ab421/tumblr_mq5vva2H3c1qixa76o2_500.png']","['', '', '']","['#Google Books', '#digitization', '#art', '#lit', '#tech', '#books', '#vintage', '#neon', '#moir\xe9', '#prison', '#allegory', '#illustrations', '#used books', '#old books', '#rare books', '#book art', '#book arts', '#library', '#libraries', '#photography', '#new media', '#digital art']"
"http://theartofgooglebooks.tumblr.com/post/55838617400/ripped-and-glitched-from-p-48-of-prison-methods
","Ripped and glitched.
From p. 48 of Prison Methods in New York State by Philip Klein (1920). Original from the University of Michigan. Digitized July 28, 2009.",['http://books.google.com/books?id=JJLaAAAAMAAJ&dq=prison&pg=PA48#v=onepage&q&f=false'],['http://41.media.tumblr.com/e376f47fd48f0f331cd7ddf9b7af9138/tumblr_mq5x9aROJB1qixa76o1_500.png'],"['Ripped and glitched.\nFrom p. 48 of Prison Methods in New York State by Philip Klein (1920). Original from the University of Michigan. Digitized July 28, 2009.']","['#Google Books', '#digitization', '#art', '#lit', '#tech', '#books', '#ripped', '#torn', '#glitch', '#black and white', '#prison', '#used books', '#old books', '#rare books', '#book art', '#book arts', '#library', '#libraries', '#photography', '#new media', '#digital art']"
"http://theartofgooglebooks.tumblr.com/post/55838612175/collage-of-peritexts-from-p-11-of-after-prison
","Collage of peritexts.Ã¥Ã_
From p. 11 of After Prison What?Ã¥Ã_by Maud Ballington Booth (1903). Original from the University of California. Digitized December 5, 2007.",['http://books.google.com/books?id=91RJAAAAIAAJ&dq=prison&pg=PA11#v=onepage&q&f=false'],['http://36.media.tumblr.com/34a7b2faa85931b43a902c2d91866571/tumblr_mq5vjc12mK1qixa76o1_500.png'],"['Collage of peritexts.\xa0\nFrom p. 11 of After Prison What?\xa0by Maud Ballington Booth (1903). Original from the University of California. Digitized December 5, 2007.']","['#Google Books', '#digitization', '#art', '#lit', '#tech', '#books', '#vintage', '#peritext', '#prison', '#library artifacts', '#paper punch', '#library stamp', '#arithmetic', '#marginalia', '#annotation', '#writing in books', '#used books', '#old books', '#rare books', '#book art', '#book arts', '#library', '#libraries', '#photography', '#new media', '#digital art']"
"http://theartofgooglebooks.tumblr.com/post/55838607316/faceted-gutter-doodles-from-p-86-of-prison-life
","Faceted gutter doodles.
From p. 86 of Prison Life in the South by Allen O. Abbott (1865). Original from University of Minnesota. Digitized January 28, 2010.",['http://books.google.com/books?id=DveMKh94ky0C&dq=prison&pg=PA86#v=twopage&q&f=false'],['http://40.media.tumblr.com/d87a0f456ffd693e24f642172e184f75/tumblr_mq5url1vDD1qixa76o1_500.png'],"['Faceted gutter doodles.\nFrom p. 86 of Prison Life in the South by Allen O. Abbott (1865). Original from University of Minnesota. Digitized January 28, 2010.']","['#Google Books', '#digitization', '#art', '#lit', '#tech', '#books', '#vintage', '#doodles', '#marginalia', '#writing in books', '#drawing', '#illustration', '#used books', '#old books', '#rare books', '#book art', '#book arts', '#library', '#libraries', '#photography', '#new media', '#digital art']"
"http://theartofgooglebooks.tumblr.com/post/55838601793/newspaper-clipping-from-the-front-matter-of
","Newspaper clipping.
From the front matter of Beauty and the Beast: or, A Rough Outside with a Gentle Heart by Charles Lamb (1886). Original from Harvard University. Digitized August 8, 2007.",['http://books.google.com/books?id=jwsLAAAAYAAJ&pg=PP3#v=onepage&q&f=false'],['http://41.media.tumblr.com/d81f8b5485c3679d168c3194baba02b9/tumblr_mq5u79f70N1qixa76o1_500.png'],"['Newspaper clipping.\nFrom the front matter of Beauty and the Beast: or, A Rough Outside with a Gentle Heart by Charles Lamb (1886). Original from Harvard University. Digitized August 8, 2007.']","['#Google Books', '#digitization', '#art', '#lit', '#tech', '#books', '#vintage', '#newspaper clipping', '#clipping', '#recursive', '#ephemera', '#used books', '#old books', '#rare books', '#book art', '#book arts', '#library', '#libraries', '#photography', '#new media', '#digital art']"
"http://theartofgooglebooks.tumblr.com/post/55137242239/from-the-back-matter-of-an-introduction-to
","From the back matter of An Introduction to Reflective Thinking (1921). Original from Columbia University. Digitized January 16, 2009.",['http://books.google.com/books?id=gTY-AAAAYAAJ&dq=thinking&pg=PA150#v=onepage&q&f=false'],['http://40.media.tumblr.com/8a34784e8968a8ae5ae0a01727db9833/tumblr_mk12u9I5zv1qixa76o1_400.png'],"['From the back matter of An Introduction to Reflective Thinking (1921). Original from Columbia University. Digitized January 16, 2009.']","['#Google Books', '#digitization', '#art', '#lit', '#tech', '#books', '#vintage', '#circulation slip', '#call number', '#reflective', '#repetition', '#used books', '#old books', '#rare books', '#book art', '#book arts', '#library', '#libraries', '#photography', '#new media', '#digital art']"
"http://theartofgooglebooks.tumblr.com/post/55137236603/inscription-photographed-recto-and-verso-from
","Inscription photographed recto and verso.
From the front matter of Brief Memorials of Four Children by Alexander Kerr (1830). Original from Harvard University. Digitized March 28, 2008.",['http://books.google.com/books?id=HO4XAAAAYAAJ&pg=PP4#v=onepage&q&f=false'],"['http://40.media.tumblr.com/01c84674abfbfc71b4c255951f0165d3/tumblr_mj5666o8rD1qixa76o1_r1_250.png', 'http://41.media.tumblr.com/210405707d31969788bbf86567a4f616/tumblr_mj5666o8rD1qixa76o2_r1_250.png']","['', '']","['#Google Books', '#digitization', '#art', '#lit', '#tech', '#books', '#vintage', '#inscription', '#marginalia', '#writing in books', '#handwriting', '#ink', '#flourish', '#used books', '#old books', '#rare books', '#book art', '#book arts', '#library', '#libraries', '#photography', '#new media', '#digital art']"
"http://theartofgooglebooks.tumblr.com/post/54910349643/library-stamp-from-the-front-matter-of-studies
","Library stamp.
From the front matter of Studies of Childhood by James Sully (1910).Ã¥Ã_ Original from Harvard University. Digitized July 23, 2008.",['http://books.google.com/books?id=_QMqAAAAYAAJ&pg=PP3#v=onepage&q&f=false'],['http://36.media.tumblr.com/6257a54411e22932860a258df25c321e/tumblr_mnjcot3avw1qixa76o1_500.png'],"['Library stamp.\nFrom the front matter of Studies of Childhood by James Sully (1910).\xa0 Original from Harvard University. Digitized July 23, 2008.']","['#Google Books', '#digitization', '#art', '#lit', '#tech', '#books', '#vintage', '#stamps', '#library stamps', '#library artifacts', '#duplicate', '#used books', '#old books', '#rare books', '#book art', '#book arts', '#library', '#libraries', '#photography', '#new media', '#digital art']"
"http://theartofgooglebooks.tumblr.com/post/54910347480/tape-repair-from-p-64-of-a-year-amongst-the
","Tape repair.
From p. 64 of A Year Amongst the Persians by Edward Granville Browne (1893). Original from Harvard University. Digitized June 25, 2008.",['http://books.google.com/books?id=GM0oAAAAYAAJ&pg=PA64#v=onepage&q&f=false'],['http://40.media.tumblr.com/0ae888250a46a22cd7d0eba3b1a60bf3/tumblr_mmqvg9DNvO1qixa76o1_400.png'],"['Tape repair.\nFrom p. 64 of A Year Amongst the Persians by Edward Granville Browne (1893). Original from Harvard University. Digitized June 25, 2008.']","['#Google Books', '#digitization', '#art', '#lit', '#tech', '#books', '#vintage', '#tape', '#repair', '#ripped', '#torn', '#used books', '#old books', '#rare books', '#book art', '#book arts', '#library', '#libraries', '#photography', '#new media', '#digital art']"
"http://theartofgooglebooks.tumblr.com/post/54423213102/illustration-comments-on-accompanying-paper
","Illustration comments on accompanying paper punch.
From p. 326 of Simon the Jester by William John Locke (2011). Original from the University of California. Digitized December 11, 2007.",['http://books.google.com/books?id=i2hLAAAAIAAJ&pg=PA326-IA1#v=onepage&q&f=false'],['http://41.media.tumblr.com/d44ac1e2d94ae3f688992928b959eac6/tumblr_mnkechqSNb1qixa76o1_500.png'],"['Illustration comments on accompanying paper punch.\nFrom p. 326 of Simon the Jester by William John Locke (2011). Original from the University of California. Digitized December 11, 2007.']","['#Google Books', '#digitization', '#art', '#lit', '#tech', '#books', '#vintage', '#paper punch', '#library artifacts', '#illustration', '#University of California', '#stamp', '#used books', '#old books', '#rare books', '#book art', '#book arts', '#library', '#libraries', '#photography', '#new media', '#digital art']"
"http://theartofgooglebooks.tumblr.com/post/54423210916/redacted-from-the-front-matter-of-die-wieder-die
","Redacted.
From the front matter of Die wieder die SÃŒ_nde im Leben und Sterben allerkÃŒÂ_stlichste Bluth-Krafft oder Edle WÃŒ_rkung deÃŒÃ™ theuerbahrsten Bluthes Jesu Christi wieder die SÃŒ_nde (und alle Anfechtung) im Leben und Tod by Gottfried HÃŒ_ndel, Johanna Elisabeth (1680). Original from the Bavarian State Library. Digitized May 16, 2011.",['http://books.google.com/books?id=KE5JAAAAcAAJ&pg=PP3#v=onepage&q&f=false'],['http://40.media.tumblr.com/e8605880a1e744c9d323a998a2113fd7/tumblr_mniw5xaMbC1qixa76o1_500.png'],"['Redacted.\nFrom the front matter of Die wieder die S\xfcnde im Leben und Sterben allerk\xf6stlichste Bluth-Krafft oder Edle W\xfcrkung de\xdf theuerbahrsten Bluthes Jesu Christi wieder die S\xfcnde (und alle Anfechtung) im Leben und Tod by Gottfried H\xe4ndel, Johanna Elisabeth (1680). Original from the Bavarian State Library. Digitized May 16, 2011.']","['#Google Books', '#digitization', '#art', '#lit', '#tech', '#books', '#vintage', '#redacted', '#handwriting', '#writing in books', '#annotation', '#marginalia', '#used books', '#old books', '#rare books', '#book art', '#book arts', '#library', '#libraries', '#photography', '#new media', '#digital art']"
"http://theartofgooglebooks.tumblr.com/post/52841492303/high-contrast-marbled-paper-the-endpapers-of-the
","High-contrast marbled paper.
The endpapers of The Natural History of Barbados in Ten Books by Griffith Hughes (1750).Ã¥Ã_ Original from Lyon Public Library. Digitized July 3, 2012.",['http://books.google.com/books?id=_jiazFQvC0wC&pg=PP3#v=onepage&q&f=false'],"['http://36.media.tumblr.com/0e7e3392419d4896e751116fc04cbcdb/tumblr_moausqbK0Q1qixa76o1_500.png', 'http://40.media.tumblr.com/c1e25eceec38af103ce85287a863ce1c/tumblr_moausqbK0Q1qixa76o2_500.png']","['', '']","['#Google Books', '#digitization', '#art', '#lit', '#tech', '#books', '#vintage', '#marbled paper', '#high contrast', '#endpapers', '#used books', '#old books', '#rare books', '#book art', '#book arts', '#library', '#libraries', '#photography', '#new media', '#digital art']"
"http://theartofgooglebooks.tumblr.com/post/52841487042/browning-from-left-in-items-from-p-88-89-of
","Browning from left-in item(s).
From p. 88-89 of The Physiology of Digestion: With Experiments on the Gastric Juice by William Beaumont (1847). Original from Harvard University. Digitized November 12, 2007.",['http://books.google.com/books?id=qA4RAAAAYAAJ&dq=juice&pg=PA88#v=twopage&q&f=false'],['http://41.media.tumblr.com/b73d9fda54860b4bdae6a849071642dc/tumblr_moat2s7T0N1qixa76o1_500.png'],"['Browning from left-in item(s).\nFrom p. 88-89 of The Physiology of Digestion: With Experiments on the Gastric Juice by William Beaumont (1847). Original from Harvard University. Digitized November 12, 2007.']","['#Google Books', '#digitization', '#art', '#lit', '#tech', '#books', '#vintage', '#browning', '#foxing', '#acidic', '#ephemera', '#ghostly', '#used books', '#old books', '#rare books', '#book art', '#book arts', '#library', '#libraries', '#photography', '#new media', '#digital art']"
"http://theartofgooglebooks.tumblr.com/post/52841481454/recipes-handwritten-into-endpapers-portland
","Recipes handwritten into endpapers: Portland fruit-cake, bread, seed-cakes, sponge-cake and rice cakes.
From the endpapers of The Young Housekeeperâ€°Ã›Âªs Friend: or, A Guide to Domestic Economy and Comfort by Mrs. Cornelius (1846). Original from Harvard University. Digitized July 7, 2007.",['http://books.google.com/books?id=tnMEAAAAYAAJ&pg=PP4#v=onepage&q&f=false'],"['http://40.media.tumblr.com/279e837dfde62e05fedc0d9c286fd7da/tumblr_mmv04ooIe71qixa76o1_500.png', 'http://41.media.tumblr.com/9702d3558130116bb8bf0a160fde2ed9/tumblr_mmv04ooIe71qixa76o2_500.png']","['', '']","['#Google Books', '#digitization', '#art', '#lit', '#tech', '#books', '#vintage', '#recipes', '#marginalia', '#notes', '#writing in books', '#cooking', '#handwriting', '#used books', '#old books', '#rare books', '#book art', '#book arts', '#library', '#libraries', '#photography', '#new media', '#digital art']"
"http://theartofgooglebooks.tumblr.com/post/52764042424/circulation-from-1897-to-1959-from-the-back
","Circulation from 1897 to 1959.
From the back matter of The Boyâ€°Ã›Âªs Playbook of Science: Including the Various Manipulations and Arrangements of Chemical and Philosophical Apparatus Required for the Successful Performance of Scientific Experiments by John Henry Pepper (1860). Original from Harvard University. Digitized August 17, 2007.Ã¥Ã_",['http://books.google.com/books?id=YaULAAAAYAAJ&pg=PA449#v=onepage&q&f=false'],['http://40.media.tumblr.com/76e7c05c537e9ce5325aa9475f085acd/tumblr_mo93fhtPhU1qixa76o1_400.png'],"['Circulation from 1897 to 1959.\nFrom the back matter of The Boy&rsquo;s Playbook of Science: Including the Various Manipulations and Arrangements of Chemical and Philosophical Apparatus Required for the Successful Performance of Scientific Experiments by John Henry Pepper (1860). Original from Harvard University. Digitized August 17, 2007.\xa0']","['#Google Books', '#digitization', '#art', '#lit', '#tech', '#books', '#vintage', '#circulation slip', '#stamps', '#crayon', '#redaction', '#library artifacts', '#used books', '#old books', '#rare books', '#book art', '#book arts', '#library', '#libraries', '#photography', '#new media', '#digital art']"
"http://theartofgooglebooks.tumblr.com/post/52764038114/distortion-motion-movement-the-rear-cover-of
","Distortion, motion, movement.
The rear cover of The Elements of Social Science: or, Physical, Sexual and Natural Religion by George R. Drysdale (1861). Original from the Complutense University of Madrid. Digitized May 6, 2008.",['http://books.google.com/books?id=KG17KV1ezZMC&pg=PA598#v=onepage&q&f=false'],['http://41.media.tumblr.com/85e3593a7b1d49a4d7aa2df6a998ef9f/tumblr_mo9getKuT81qixa76o1_500.png'],"['Distortion, motion, movement.\nThe rear cover of The Elements of Social Science: or, Physical, Sexual and Natural Religion by George R. Drysdale (1861). Original from the Complutense University of Madrid. Digitized May 6, 2008.']","['#Google Books', '#digitization', '#art', '#lit', '#tech', '#books', '#vintage', '#motion', '#movement', '#distortion', '#cover', '#used books', '#old books', '#rare books', '#book art', '#book arts', '#library', '#libraries', '#photography', '#new media', '#digital art']"
"http://theartofgooglebooks.tumblr.com/post/52673393446/worm-holes-from-ei%CF%83-%CE%B8eo%CF%83-ei%CF%83-me%CF%83ith%CF%83-or-an
","Worm holes.
From â€°Ã›Ã·EIÃ«Â£Ã¥Ã_Ã«Ã·EOÃ«Â£,Ã¥Ã_'EIÃ«Â£ MEÃ«Â£ITHÃ«Â£; or, An Attempt to Shew How Far the Philosophical Notion of a Plurality of Worlds is Consistent, or Not So, with the Language of the Holy Scriptures by Edward Nares (1801). Original from Oxford University. Digitized July 8, 2008.","['http://books.google.com/books?id=1FoUAAAAQAAJ&pg=PA387#v=twopage&q&f=false', 'http://books.google.com/books?id=1FoUAAAAQAAJ&pg=PA387#v=twopage&q&f=false']",['http://31.media.tumblr.com/77bd0ddffe18e6dd6598eb8868d9cd2a/tumblr_mo7d5mFOnd1qixa76o1_500.gif'],"[""Worm holes.\nFrom &lsquo;EI\u03a3\xa0\u0398EO\u03a3,\xa0'EI\u03a3 ME\u03a3ITH\u03a3; or, An Attempt to Shew How Far the Philosophical Notion of a Plurality of Worlds is Consistent, or Not So, with the Language of the Holy Scriptures by Edward Nares (1801). Original from Oxford University. Digitized July 8, 2008.""]","['#Google Books', '#digitization', '#art', '#lit', '#tech', '#books', '#vintage', '#GIF', '#worms', '#bookworm', '#bookworms', '#pests', '#preservation', '#used books', '#old books', '#rare books', '#book art', '#book arts', '#library', '#libraries', '#photography', '#new media', '#digital art']"
"http://theartofgooglebooks.tumblr.com/post/52673388626/blocky-greyscale-and-black-and-white
","Blocky greyscale and black-and-white optimization.Ã¥Ã_
Throughout Atkinsonâ€°Ã›Âªs Casket (1835). Original from Harvard University. Digitized July 31, 2008.",['http://books.google.com/books?id=MYgqAAAAYAAJ&dq=amusing&pg=PA696#v=onepage&q&f=false'],"['http://40.media.tumblr.com/ed07ac590c4b82325d575ce30422e7e4/tumblr_mo6ycy0Jwl1qixa76o6_500.png', 'http://40.media.tumblr.com/ac8d047b3b3caaf559bb6d1dc9a063cd/tumblr_mo6ycy0Jwl1qixa76o2_250.png', 'http://40.media.tumblr.com/af2c7e86d0bf07d09265f35ce46d39b1/tumblr_mo6ycy0Jwl1qixa76o3_250.png', 'http://41.media.tumblr.com/d1379999d6792e019d9beea317ac270f/tumblr_mo6ycy0Jwl1qixa76o4_250.png', 'http://40.media.tumblr.com/b408373d9212a5255a5c7309530c269c/tumblr_mo6ycy0Jwl1qixa76o5_250.png', 'http://41.media.tumblr.com/a4d6eaf8f1724f6ab85d4d31b9f7288f/tumblr_mo6ycy0Jwl1qixa76o7_250.png', 'http://41.media.tumblr.com/e602f0f431ae9a073a75494944152a6f/tumblr_mo6ycy0Jwl1qixa76o8_250.png', 'http://40.media.tumblr.com/82b81dac29d98406b13f309397e82fbd/tumblr_mo6ycy0Jwl1qixa76o1_500.png']","['', '', '', '', '', '', '', '']","['#Google Books', '#digitization', '#art', '#lit', '#tech', '#books', '#vintage', '#black and white', '#greyscale', '#blocky', '#optimization', '#glitch', '#used books', '#old books', '#rare books', '#book art', '#book arts', '#library', '#libraries', '#photography', '#new media', '#digital art']"
"http://theartofgooglebooks.tumblr.com/post/52673383832/impossible-places-plates-left-folded
","Impossible places (plates left folded).
Throughout A Journey from Aleppo to Jerusalem: at Easter, A.D. 1697 by Henry Maundrell (1749). Original from Princeton University. Digitized February 25, 2011.",['http://books.google.com/books?id=FSJWAAAAYAAJ&pg=PP22#v=onepage&q&f=false'],"['http://40.media.tumblr.com/d90ab0b7dfd39ad6c8c7fe15904386d1/tumblr_mny9mlhucd1qixa76o1_250.png', 'http://41.media.tumblr.com/be8969fc0b4944721ada337e92ca13f2/tumblr_mny9mlhucd1qixa76o2_250.png']","['', '']","['#Google Books', '#digitization', '#art', '#lit', '#tech', '#books', '#vintage', '#plates', '#illustrations', '#maps', '#folded', '#obscured', '#used books', '#old books', '#rare books', '#book art', '#book arts', '#library', '#libraries', '#photography', '#new media', '#digital art']"
"http://theartofgooglebooks.tumblr.com/post/52673379603/thematic-foxing-man-on-fire-from-p-542
","Thematic foxing (man on fire).Ã¥Ã_
From p. 542 ofÃ¥Ã_Atkinsonâ€°Ã›Âªs CasketÃ¥Ã_(1835). Original from Harvard University. Digitized July 31, 2008.",['http://books.google.com/books?id=MYgqAAAAYAAJ&dq=amusing&pg=PA542#v=onepage&q&f=false'],['http://40.media.tumblr.com/a02696c4dba236b509099a1107e1c2af/tumblr_mo6xzgIVdS1qixa76o1_400.png'],"['Thematic foxing (man on fire).\xa0\nFrom p. 542 of\xa0Atkinson&rsquo;s Casket\xa0(1835). Original from Harvard University. Digitized July 31, 2008.']","['#Google Books', '#digitization', '#art', '#lit', '#tech', '#books', '#foxing', '#ghost', '#fire', '#used books', '#old books', '#rare books', '#book art', '#book arts', '#library', '#libraries', '#photography', '#new media', '#digital art']"
"http://theartofgooglebooks.tumblr.com/post/52673374691/circulation-slip-with-a-spectrum-of-stamp-colors
","Circulation slip with a spectrum of stamp colors and checkouts from 1916 to 1954.
From the back matter of The Journey of Alvar NuÃŒÂ±ez Cabeza de Vaca and His Companions from Florida to the Pacific, 1528-1536 (1905). Does not include metadata indicating library of origination or date of digitization (but does include Stanford library artifacts).",['http://books.google.com/books?id=3R0OAAAAIAAJ&pg=PA236#v=onepage&q&f=false'],['http://41.media.tumblr.com/ecc8b6c12566323c9741cb0582a6aa45/tumblr_mny8ch99UQ1qixa76o1_500.png'],"['Circulation slip with a spectrum of stamp colors and checkouts from 1916 to 1954.\nFrom the back matter of The Journey of Alvar Nu\xf1ez Cabeza de Vaca and His Companions from Florida to the Pacific, 1528-1536 (1905). Does not include metadata indicating library of origination or date of digitization (but does include Stanford library artifacts).']","['#Google Books', '#digitization', '#art', '#lit', '#tech', '#books', '#vintage', '#circulation slip', '#stamps', '#Stanford', '#circulation', '#used books', '#old books', '#rare books', '#book art', '#book arts', '#library', '#libraries', '#photography', '#new media', '#digital art']"
